vote_average,budget,revenue,popularity,runtime,vote_count,profit,roi,log_budget,log_revenue,log_popularity,overview_length,director_success_rate,lead_actor_success_rate,genre_popularity_score,release_year,release_month,decade,is_modern,is_summer_release,has_tagline,budget_tier_encoded,release_season_encoded,is_english,title,overview_vader_pos,overview_vader_neg,overview_vader_neu,overview_vader_compound,tagline_vader_pos,tagline_vader_neg,tagline_vader_neu,tagline_vader_compound,overview_word_count,tagline_word_count
7.2,237000000,2787965087,150.437577,162.0,11800,2550965087,11.763565767932487,19.283570703318816,21.74857780752812,5.020173507037201,175,7.479999999999999,7.2,7.6,2009.0,10.0,2000.0,1,0,1,3,3,1,Avatar,0.0,0.085,0.915,-0.3612,0.0,0.0,1.0,0.0,28,5
6.9,300000000,961000000,139.082615,169.0,4500,661000000,3.203333333333333,19.519293035953808,20.68348496797515,4.942232355707408,176,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Pirates of the Caribbean: At World's End,0.0,0.074,0.926,-0.3919,0.223,0.0,0.777,0.3182,34,9
6.3,245000000,880674609,107.376788,148.0,4466,635674609,3.5945902408163266,19.316768772590635,20.59619877401982,4.685613933234508,240,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Spectre,0.093,0.24,0.667,-0.8271,0.0,0.543,0.457,-0.3757,41,5
7.6,250000000,1084939099,112.31295,165.0,9106,834939099,4.339756396,19.33697147982652,20.804789693331283,4.730153459825441,428,7.942857142857142,7.6,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,The Dark Knight Rises,0.065,0.211,0.724,-0.9136,0.0,0.0,1.0,0.0,65,3
6.1,260000000,284139100,43.926995,132.0,2124,24139100,1.0928426923076924,19.376192192825958,19.46497446846993,3.805038839029222,342,7.5,7.5,7.52,2012.0,7.0,2010.0,1,1,1,3,2,1,John Carter,0.0,0.117,0.883,-0.7096,0.0,0.277,0.723,-0.3182,55,7
5.9,258000000,890871626,115.699814,139.0,3576,632871626,3.4529907984496124,19.36847014676186,20.607710897613856,4.759604945460906,287,7.5,7.5,7.52,2007.0,1.0,2000.0,1,0,1,3,0,1,Spider-Man 3,0.14,0.068,0.792,0.5859,0.0,0.565,0.435,-0.3818,45,3
7.4,260000000,591794936,48.681969,100.0,3330,331794936,2.2761343692307694,19.376192192825958,20.198670742638637,3.9056420704952255,512,7.4,7.4,7.507692307692308,2005.0,7.0,2000.0,0,0,1,3,3,1,Tangled,0.099,0.08,0.821,0.4215,0.315,0.0,0.685,0.3182,84,6
7.3,280000000,1405403694,134.279229,141.0,6767,1125403694,5.019298907142857,19.450300164704952,21.063590425863644,4.907341005283723,394,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Avengers: Age of Ultron,0.106,0.134,0.761,-0.3182,0.0,0.0,1.0,0.0,69,5
7.4,250000000,933959197,98.885637,153.0,5293,683959197,3.735836788,19.33697147982652,20.65494331001405,4.604025901544294,174,7.4,7.533333333333334,7.4,2009.0,7.0,2000.0,1,1,1,3,2,1,Harry Potter and the Half-Blood Prince,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,30,3
5.7,250000000,873260194,155.790452,151.0,7004,623260194,3.493040776,19.33697147982652,20.587744116361197,5.054910213205119,375,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Batman v Superman: Dawn of Justice,0.205,0.175,0.62,0.3612,0.436,0.436,0.128,0.0,60,3
5.4,270000000,391081192,57.925623,154.0,1400,121081192,1.4484488592592593,19.413932520666357,19.78442575112384,4.076276021528289,308,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,0,3,3,1,Superman Returns,0.081,0.164,0.754,-0.7579,0.0,0.0,1.0,0.0,55,0
6.1,200000000,586090727,107.928811,106.0,2965,386090727,2.930453635,19.11382792951231,20.188985161495555,4.690694558768097,375,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Quantum of Solace,0.152,0.135,0.713,0.0609,0.406,0.38,0.214,0.128,60,8
7.0,200000000,1065659812,145.847379,151.0,5246,865659812,5.32829906,19.11382792951231,20.78685998699344,4.989393809340984,129,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Pirates of the Caribbean: Dead Man's Chest,0.0,0.293,0.707,-0.8074,0.0,0.0,1.0,0.0,23,3
5.9,255000000,89289910,49.046956,149.0,2311,-165710090,0.3501565098039215,19.35677410704427,18.307399060740742,3.912961684730849,386,7.5,7.5,7.52,2013.0,3.0,2010.0,1,0,1,3,1,1,The Lone Ranger,0.099,0.077,0.823,0.1901,0.0,0.0,1.0,0.0,68,5
6.5,225000000,662845518,99.398009,143.0,6359,437845518,2.94598008,19.23161096461314,20.312052517984124,4.609142376383708,293,7.5,7.5,7.52,2013.0,12.0,2010.0,1,0,1,3,0,1,Man of Steel,0.186,0.0,0.814,0.9331,0.0,0.0,1.0,0.0,60,8
6.3,225000000,419651413,53.978602,150.0,1630,194651413,1.8651173911111112,19.23161096461314,19.854934957962,4.006944054985661,437,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,The Chronicles of Narnia: Prince Caspian,0.095,0.114,0.792,-0.3906,0.42,0.0,0.58,0.4404,75,5
7.4,220000000,1519557910,144.448633,143.0,11776,1299557910,6.907081409090909,19.20913810886209,21.14168528147379,4.979822986478345,297,7.4,7.266666666666667,7.45625,2005.0,7.0,2000.0,0,0,1,3,3,1,The Avengers,0.167,0.222,0.61,-0.6696,0.0,0.0,1.0,0.0,47,3
6.4,380000000,1045713802,135.413856,136.0,4948,665713802,2.7518784263157894,19.755681813316283,20.76796555425219,4.915693323827812,411,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Pirates of the Caribbean: On Stranger Tides,0.089,0.101,0.81,-0.2411,0.0,0.494,0.506,-0.5994,75,5
6.2,225000000,624026776,52.035179,106.0,4160,399026776,2.773452337777778,19.23161096461314,20.25170383727199,3.97095544808137,572,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Men in Black 3,0.038,0.0,0.962,0.6486,0.0,0.0,1.0,0.0,110,5
7.1,250000000,956019788,120.965743,144.0,4760,706019788,3.824079152,19.33697147982652,20.678289170592237,4.803740210220969,414,7.5,7.5,7.52,2014.0,10.0,2010.0,1,0,1,3,3,1,The Hobbit: The Battle of the Five Armies,0.064,0.039,0.896,0.25,0.0,0.0,1.0,0.0,74,8
6.5,215000000,752215857,89.866276,136.0,6586,537215857,3.4986784046511628,19.186148590743095,20.43853388593729,4.509388931245389,638,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,The Amazing Spider-Man,0.049,0.044,0.907,0.1531,0.0,0.0,1.0,0.0,117,4
6.2,200000000,310669540,37.668301,140.0,1398,110669540,1.5533477,19.11382792951231,19.55424033608488,3.6550201687864,266,7.5,7.5,7.52,2010.0,12.0,2010.0,1,0,1,3,0,1,Robin Hood,0.104,0.0,0.896,0.5994,0.0,0.0,1.0,0.0,44,8
7.6,250000000,958400000,94.370564,161.0,4524,708400000,3.8336,19.33697147982652,20.680775786368866,4.5577699773827085,191,7.74,7.6,7.3,2013.0,11.0,2010.0,1,0,1,3,3,1,The Hobbit: The Desolation of Smaug,0.162,0.0,0.838,0.7003,0.228,0.446,0.326,-0.4588,32,10
5.8,180000000,372234864,42.990906,113.0,1303,192234864,2.067971466666666,19.00846741441004,19.73503557054199,3.783982930738449,221,7.5,7.5,7.52,2007.0,4.0,2000.0,1,0,1,3,1,1,The Golden Compass,0.127,0.114,0.759,0.128,0.0,0.0,1.0,0.0,34,13
6.6,207000000,550000000,61.22601,187.0,2337,343000000,2.657004830917874,19.14822935606056,20.12542883800897,4.130773079540168,216,6.6,6.6,6.6,2005.0,7.0,2000.0,0,0,1,3,3,1,King Kong,0.079,0.0,0.921,0.4767,0.0,0.0,1.0,0.0,37,6
7.5,200000000,1845034188,100.025899,194.0,7562,1645034188,9.22517094,19.11382792951231,21.33576364489052,4.6153769097123725,681,7.479999999999999,7.6875,7.552631578947368,2005.0,7.0,2000.0,0,0,1,3,3,1,Titanic,0.088,0.031,0.881,0.8074,0.0,0.0,1.0,0.0,116,7
7.1,250000000,1153304495,198.372395,147.0,7241,903304495,4.61321798,19.33697147982652,20.86589713356713,5.295174407623029,295,7.35,7.35,7.45625,2005.0,7.0,2000.0,0,0,1,3,3,1,Captain America: Civil War,0.0,0.053,0.947,-0.3818,0.0,0.0,1.0,0.0,47,3
5.5,209000000,303025485,64.928382,131.0,2114,94025485,1.4498827033492825,19.157844814713773,19.52932747214763,4.188569031644029,539,7.5,7.5,7.52,2012.0,11.0,2010.0,1,0,1,3,3,1,Battleship,0.105,0.053,0.842,0.6486,0.0,0.302,0.698,-0.3818,93,7
6.5,150000000,1513528810,418.708552,124.0,8662,1363528810,10.090192066666669,18.8261458587272,21.137709722254115,6.039560546591324,175,7.5,7.5,7.52,2015.0,9.0,2010.0,1,0,1,3,3,1,Jurassic World,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,26,4
6.9,200000000,1108561013,93.004993,143.0,7604,908561013,5.542805065,19.11382792951231,20.826328627454465,4.543347897880621,544,7.366666666666667,7.133333333333333,7.075,2005.0,7.0,2000.0,0,0,1,3,3,1,Skyfall,0.095,0.106,0.799,-0.0516,0.0,0.5,0.5,-0.4588,94,4
6.7,200000000,783766341,35.149586,127.0,4321,583766341,3.918831705,19.11382792951231,20.47962150073071,3.587665496257038,328,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Spider-Man 2,0.056,0.17,0.774,-0.8393,0.375,0.0,0.625,0.5574,58,7
6.8,200000000,1215439994,77.68208,130.0,8806,1015439994,6.07719997,19.11382792951231,20.91837198398605,4.365415429368683,136,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Iron Man 3,0.0,0.251,0.749,-0.7717,0.0,0.0,1.0,0.0,22,6
6.4,200000000,1025491110,78.530105,108.0,4645,825491110,5.12745555,19.11382792951231,20.748437467472296,4.376135629224679,626,7.5,7.5,7.52,2010.0,3.0,2010.0,1,0,1,3,1,1,Alice in Wonderland,0.082,0.08,0.838,-0.2023,0.259,0.0,0.741,0.2716,103,7
6.3,210000000,459359555,3.857526,104.0,3525,249359555,2.187426452380953,19.162618093443648,19.94534380777439,1.58052925480274,169,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,X-Men: The Last Stand,0.175,0.0,0.825,0.6705,0.0,0.0,1.0,0.0,28,3
7.0,200000000,743559607,89.186492,104.0,3528,543559607,3.717798035,19.11382792951231,20.426959492809576,4.501879659756453,144,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Monsters University,0.109,0.118,0.773,-0.069,0.0,0.484,0.516,-0.5789,24,5
6.0,150000000,836297228,21.939663,150.0,3138,686297228,5.575314853333333,18.8261458587272,20.544494644941985,3.13286742109637,186,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Transformers: Revenge of the Fallen,0.0,0.181,0.819,-0.7684,0.0,0.63,0.37,-0.5267,32,3
5.8,210000000,1091405097,116.840296,165.0,3095,881405097,5.1971671285714285,19.162618093443648,20.810731783770184,4.769330284031736,437,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Transformers: Age of Extinction,0.096,0.056,0.847,0.4767,0.386,0.0,0.614,0.4847,68,6
5.7,200000000,491868548,46.985445,130.0,3530,291868548,2.45934274,19.11382792951231,20.013722061929226,3.8708977357579646,209,7.5,7.5,7.52,2013.0,7.0,2010.0,1,1,1,3,2,1,Oz: The Great and Powerful,0.163,0.098,0.738,0.4404,0.0,0.0,1.0,0.0,36,7
6.5,200000000,705717432,89.270217,142.0,4179,505717432,3.52858716,19.11382792951231,20.374725478797583,4.502807583206587,471,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,The Amazing Spider-Man 2,0.151,0.075,0.775,0.6408,0.0,0.524,0.476,-0.296,82,3
6.3,170000000,400062763,73.79505,125.0,2841,230062763,2.3533103705882352,18.951309000896888,19.80713200276317,4.314751706320084,249,7.5,7.5,7.52,2010.0,10.0,2010.0,1,0,1,3,3,1,TRON: Legacy,0.104,0.133,0.763,-0.34,0.0,0.0,1.0,0.0,42,4
5.8,200000000,559852396,49.98659,106.0,2033,359852396,2.79926198,19.11382792951231,20.14318373016529,3.9315626569727633,239,7.5,7.5,7.52,2011.0,11.0,2010.0,1,0,1,3,3,1,Cars 2,0.188,0.0,0.812,0.8316,0.0,0.0,1.0,0.0,41,1
5.1,200000000,219851172,51.872839,114.0,2487,19851172,1.09925586,19.11382792951231,19.20846138903285,3.967889766554882,365,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Green Lantern,0.078,0.165,0.757,-0.8338,0.0,0.314,0.686,-0.4939,64,8
7.6,200000000,1066969703,59.995418,103.0,4597,866969703,5.334848515,19.11382792951231,20.78808841523593,4.110798746597959,247,7.6,7.645454545454545,7.507692307692308,2005.0,7.0,2000.0,0,0,1,3,3,1,Toy Story 3,0.097,0.088,0.815,0.119,0.0,0.355,0.645,-0.296,45,5
5.9,200000000,371353001,71.862892,115.0,2463,171353001,1.856765005,19.11382792951231,19.73266365606468,4.288579483353765,325,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Terminator Salvation,0.071,0.138,0.791,-0.4767,0.0,0.0,1.0,0.0,52,3
7.3,190000000,1506249360,102.322217,137.0,4176,1316249360,7.927628210526316,19.06253463538792,21.132888530970785,4.637852425604862,91,7.5,7.5,7.52,2015.0,1.0,2010.0,1,0,1,3,0,1,Furious 7,0.0,0.207,0.793,-0.5267,0.0,0.0,1.0,0.0,14,3
6.7,200000000,531865000,81.834855,116.0,5560,331865000,2.659325,19.11382792951231,20.091900257585237,4.416848926921172,456,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,World War Z,0.072,0.174,0.754,-0.8329,0.0,0.0,1.0,0.0,72,2
7.5,250000000,747862775,118.078691,131.0,6032,497862775,2.9914511,19.33697147982652,20.43273006456345,4.779784543477146,208,7.8,7.5,7.45625,2005.0,7.0,2000.0,0,0,1,3,3,1,X-Men: Days of Future Past,0.111,0.189,0.7,-0.5859,0.286,0.0,0.714,0.4939,39,9
7.4,190000000,467365246,78.291018,132.0,4418,277365246,2.4598170842105263,19.06253463538792,19.96262162343216,4.373124856147531,555,7.4,7.4,7.45625,2013.0,5.0,2010.0,1,0,1,3,1,1,Star Trek Into Darkness,0.083,0.185,0.732,-0.886,0.0,0.0,1.0,0.0,100,3
5.5,195000000,197687603,43.349855,114.0,2598,2687603,1.0137825794871795,19.088510121656228,19.10219858511284,3.792109439302668,528,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Jack the Giant Slayer,0.085,0.158,0.757,-0.7506,0.365,0.0,0.635,0.3182,96,5
7.3,105000000,351040419,61.196071,143.0,3769,246040419,3.343242085714285,18.46947091764561,19.676411931495277,4.13029183054743,295,7.5,7.5,7.52,2013.0,10.0,2010.0,1,0,1,3,3,1,The Great Gatsby,0.071,0.185,0.744,-0.7906,0.2,0.0,0.8,0.4588,44,18
6.2,150000000,335154643,62.169881,116.0,2317,185154643,2.234364286666666,18.8261458587272,19.630102607154413,4.145827621103231,266,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Prince of Persia: The Sands of Time,0.191,0.027,0.782,0.8225,0.0,0.0,1.0,0.0,46,3
6.7,180000000,407602906,56.523205,131.0,4794,227602906,2.264460588888889,19.00846741441004,19.82580399127956,4.052188431610156,800,7.5,7.5,7.52,2013.0,11.0,2010.0,1,0,1,3,3,1,Pacific Rim,0.048,0.127,0.825,-0.8873,0.233,0.302,0.465,-0.1531,130,6
6.1,195000000,1123746996,28.529607,154.0,3299,928746996,5.762805107692308,19.088510121656228,20.83993447144397,3.3853933871674418,313,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Transformers: Dark of the Moon,0.0,0.099,0.901,-0.659,0.0,0.456,0.544,-0.7717,51,10
5.7,185000000,786636033,75.674458,122.0,2495,601636033,4.252086664864865,19.035866388448003,20.48327622672714,4.339568641178461,408,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Indiana Jones and the Kingdom of the Crystal Skull,0.054,0.106,0.84,-0.6486,0.315,0.0,0.685,0.3182,74,6
6.6,175000000,331926147,51.692953,93.0,1736,156926147,1.89672084,18.980296537602072,19.620423056352895,3.9644817274410262,107,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,The Good Dinosaur,0.158,0.0,0.842,0.4939,0.0,0.0,1.0,0.0,18,5
6.7,185000000,538983207,125.114374,93.0,4641,353983207,2.9134227405405406,19.035866388448003,20.105194974399108,4.837189225372334,577,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Brave,0.153,0.046,0.801,0.9001,0.0,0.0,1.0,0.0,98,3
6.6,185000000,343471816,65.352913,122.0,2568,158471816,1.8566044108108108,19.035866388448003,19.654615619681344,4.194987663356308,185,7.5,7.5,7.52,2016.0,7.0,2010.0,1,1,0,3,2,1,Star Trek Beyond,0.037,0.107,0.856,-0.5106,0.0,0.0,1.0,0.0,30,0
7.8,180000000,521311860,66.390712,98.0,6296,341311860,2.896177,19.00846741441004,20.07185900221305,4.210507204268094,379,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,WALL·E,0.124,0.022,0.854,0.8381,0.365,0.0,0.635,0.3182,71,5
6.1,140000000,258022233,22.57178,91.0,783,118022233,1.84301595,18.757152987716434,19.36855631746733,3.160050233825037,389,7.5,7.5,7.52,2007.0,8.0,2000.0,1,1,1,3,2,1,Rush Hour 3,0.07,0.149,0.781,-0.8151,0.0,0.0,1.0,0.0,60,4
5.6,200000000,769653595,45.274225,158.0,4903,569653595,3.848267975,19.11382792951231,20.461451096263065,3.834585110615373,687,7.5,7.5,7.52,2009.0,10.0,2000.0,1,0,1,3,3,1,2012,0.067,0.119,0.814,-0.7506,0.0,0.512,0.488,-0.2732,107,3
6.6,200000000,325233863,39.744242,96.0,1095,125233863,1.626169315,19.11382792951231,19.60005506305781,3.707314529089503,381,7.5,7.5,7.52,2009.0,4.0,2000.0,1,0,1,3,1,1,A Christmas Carol,0.067,0.264,0.669,-0.9552,0.0,0.0,1.0,0.0,66,2
5.2,176000003,183987723,85.36908,124.0,2768,7987720,1.0453847719536686,18.9859945757297,19.03037959595625,4.458629741388757,194,7.5,7.5,7.52,2015.0,4.0,2010.0,1,0,1,3,1,1,Jupiter Ascending,0.195,0.0,0.805,0.7778,0.535,0.0,0.465,0.3182,30,3
5.5,180000000,356743061,42.741719,109.0,2430,176743061,1.9819058944444443,19.00846741441004,19.692526366339536,3.778302314887904,146,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,The Legend of Tarzan,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,25,2
6.7,180000000,748806957,67.391328,143.0,2629,568806957,4.16003865,19.00846741441004,20.43399177528534,4.2252460329650505,391,7.5,7.5,7.52,2005.0,7.0,2000.0,1,1,1,3,2,1,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",0.206,0.113,0.68,0.8316,0.0,0.468,0.532,-0.6597,65,6
6.4,178000000,543934787,139.272042,144.0,4721,365934787,3.05581341011236,18.997294113874336,20.114339922634635,4.943583694264458,137,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,X-Men: Apocalypse,0.0,0.136,0.864,-0.4588,0.452,0.0,0.548,0.5106,20,5
8.2,185000000,1004558444,187.322927,152.0,12002,819558444,5.430045643243243,19.035866388448003,20.7278139237024,5.238158186084468,396,7.942857142857142,7.6,7.336363636363637,2005.0,7.0,2000.0,0,0,1,3,3,1,The Dark Knight,0.066,0.257,0.677,-0.9607,0.0,0.443,0.557,-0.1513,67,3
7.7,175000000,735099082,92.201962,96.0,6870,560099082,4.200566182857143,18.980296537602072,20.41551585489421,4.534768772972112,274,7.733333333333333,7.7,7.507692307692308,2005.0,7.0,2000.0,0,0,0,3,3,1,Up,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,49,0
6.0,175000000,381509870,36.167578,94.0,1423,206509870,2.1800564,18.980296537602072,19.75964728253492,3.615436822110821,333,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Monsters vs Aliens,0.0,0.0,1.0,0.0,0.0,0.588,0.412,-0.6908,53,6
7.4,140000000,585174222,120.725053,126.0,8776,445174222,4.179815871428572,18.757152987716434,20.18742017795144,4.801764837476351,132,7.4,7.266666666666667,7.45625,2005.0,7.0,2000.0,0,0,1,3,3,1,Iron Man,0.075,0.249,0.676,-0.7096,0.452,0.0,0.548,0.5106,22,5
7.0,170000000,185770160,32.319043,126.0,2141,15770160,1.0927656470588236,18.951309000896888,19.04002077403029,3.506129095397577,729,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Hugo,0.033,0.048,0.919,-0.4692,0.141,0.0,0.859,0.3182,129,15
5.1,170000000,222104681,40.748915,106.0,1020,52104681,1.3064981235294115,18.951309000896888,19.21865936923679,3.731673462935218,265,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Wild Wild West,0.054,0.131,0.815,-0.5574,0.0,0.0,1.0,0.0,41,5
5.2,145000000,401128639,60.034162,112.0,1387,256128639,2.766404406896552,18.7922443072814,19.809792731831152,4.11143374020036,317,7.5,7.5,7.52,2008.0,1.0,2000.0,1,0,1,3,0,1,The Mummy: Tomb of the Dragon Emperor,0.045,0.163,0.791,-0.7906,0.0,0.595,0.405,-0.6597,51,4
5.9,175000000,745000000,90.23792,123.0,7458,570000000,4.257142857142857,18.980296537602072,20.428894777686114,4.51347060013748,231,7.5,7.5,7.52,2016.0,2.0,2010.0,1,0,1,3,0,1,Suicide Squad,0.134,0.184,0.682,-0.6249,0.393,0.488,0.119,-0.2023,34,3
5.3,175000000,173000000,27.082182,96.0,1151,-2000000,0.9885714285714284,18.980296537602072,18.9688021582424,3.335135282691319,100,7.5,7.5,7.52,2007.0,9.0,2000.0,1,0,1,3,3,1,Evan Almighty,0.279,0.0,0.721,0.7351,0.385,0.0,0.615,0.3612,18,5
7.6,178000000,370541256,79.456485,113.0,4858,192541256,2.081692449438202,18.997294113874336,19.73047535142669,4.387716479263615,371,7.449999999999999,7.32,7.45625,2005.0,7.0,2000.0,0,0,1,3,3,1,Edge of Tomorrow,0.0,0.224,0.776,-0.9571,0.0,0.661,0.339,-0.5994,71,3
5.9,175000000,264218220,44.640292,135.0,992,89218220,1.5098184,18.980296537602072,19.392285914366305,3.8207909228699903,373,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Waterworld,0.092,0.03,0.878,0.3291,0.0,0.237,0.763,-0.4215,67,10
5.6,175000000,302469017,32.852443,118.0,1962,127469017,1.7283943828571429,18.980296537602072,19.52748941035519,3.522011168098224,296,7.5,7.5,7.52,2009.0,4.0,2000.0,1,0,1,3,1,1,G.I. Joe: The Rise of Cobra,0.049,0.169,0.783,-0.836,0.0,0.359,0.641,-0.4215,50,6
8.0,175000000,857611174,128.655964,94.0,6560,682611174,4.90063528,18.980296537602072,20.56966137874629,4.864884511697978,638,7.733333333333333,8.0,7.507692307692308,2015.0,9.0,2010.0,1,0,1,3,3,1,Inside Out,0.17,0.16,0.669,0.3384,0.0,0.0,1.0,0.0,112,7
6.7,175000000,966550600,94.199316,106.0,2892,791550600,5.523146285714286,18.980296537602072,20.689244210130965,4.555972756897559,200,6.7,6.7,7.2,2016.0,7.0,2010.0,1,1,0,3,2,1,The Jungle Book,0.19,0.078,0.732,0.5994,0.0,0.0,1.0,0.0,36,0
6.6,200000000,623933331,77.300194,124.0,6849,423933331,3.119666655,19.11382792951231,20.25155408088234,4.360550080643752,372,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Iron Man 2,0.071,0.101,0.827,-0.2732,0.173,0.0,0.827,0.3182,63,12
5.8,170000000,396600000,77.178973,127.0,3118,226600000,2.3329411764705883,18.951309000896888,19.7984387765714,4.359000723926518,395,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Snow White and the Huntsman,0.063,0.19,0.746,-0.9246,0.0,0.0,1.0,0.0,73,4
7.0,180000000,758539785,110.620647,97.0,4496,578539785,4.214109916666667,19.00846741441004,20.44690580890392,4.715106041795737,710,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Maleficent,0.211,0.163,0.626,0.6918,0.0,0.0,1.0,0.0,119,5
7.3,170000000,710644566,243.791743,130.0,4410,540644566,4.180262152941176,18.951309000896888,20.381682957006444,5.500407820494153,200,7.3,7.3,7.527272727272727,2005.0,7.0,2000.0,0,0,1,3,3,1,Dawn of the Planet of the Apes,0.186,0.058,0.756,0.6249,0.647,0.0,0.353,0.6705,34,5
4.8,27000000,0,2.418535,109.0,34,-27000000,0.0,17.11134746100564,0.0,1.2292120967279585,444,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,The Lovers,0.196,0.042,0.762,0.9334,0.512,0.0,0.488,0.6369,76,5
5.9,175000000,150962475,41.796339,119.0,1326,-24037525,0.8626427142857143,18.980296537602072,18.83254186058588,3.756452561546043,520,7.5,7.5,7.52,2013.0,6.0,2010.0,1,1,1,3,2,1,47 Ronin,0.126,0.081,0.793,0.34,0.767,0.0,0.233,0.872,85,6
7.6,170000000,714766572,72.225265,136.0,5764,544766572,4.204509247058824,18.951309000896888,20.387466576026245,4.293540511689836,728,7.35,7.35,7.45625,2005.0,7.0,2000.0,0,0,1,3,3,1,Captain America: The Winter Soldier,0.025,0.195,0.78,-0.974,0.767,0.0,0.233,0.765,118,4
6.0,165000000,752600867,44.041186,93.0,1959,587600867,4.561217375757575,18.92145603792546,20.43904558945805,3.807577315633951,322,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Shrek Forever After,0.217,0.074,0.709,0.8765,0.0,0.0,1.0,0.0,57,6
6.2,190000000,209154322,130.311355,130.0,2846,19154322,1.1008122210526317,19.06253463538792,19.15858292501492,4.877571258909897,310,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Tomorrowland,0.138,0.097,0.765,0.3182,0.0,0.0,1.0,0.0,47,7
7.8,165000000,652105443,203.73459,102.0,6135,487105443,3.9521542,18.92145603792546,20.2957168307414,5.321714457385551,171,7.8,7.8,7.566666666666666,2005.0,7.0,2000.0,0,0,1,3,3,1,Big Hero 6,0.259,0.0,0.741,0.8442,0.0,0.0,1.0,0.0,29,8
7.1,165000000,471222889,62.341073,108.0,4570,306222889,2.855896296969697,18.92145603792546,19.970841767220247,4.14853398128908,658,7.1,7.1,7.507692307692308,2012.0,1.0,2010.0,1,0,1,3,0,1,Wreck-It Ralph,0.147,0.117,0.736,0.4809,0.0,0.0,1.0,0.0,114,12
6.4,165000000,305875730,47.323228,100.0,1474,140875730,1.853792303030303,18.92145603792546,19.5386894695894,3.877912356030991,194,7.5,7.5,7.52,2004.0,10.0,2000.0,1,0,1,3,3,1,The Polar Express,0.0,0.066,0.934,-0.34,0.474,0.0,0.526,0.4019,35,4
4.9,165000000,389681935,48.775723,120.0,2491,224681935,2.3617086969696968,18.92145603792546,19.78084141562924,3.9075273752089066,343,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Independence Day: Resurgence,0.158,0.0,0.842,0.8462,0.0,0.0,1.0,0.0,58,9
