vote_average,budget,revenue,popularity,runtime,vote_count,profit,roi,log_budget,log_revenue,log_popularity,overview_length,director_success_rate,lead_actor_success_rate,genre_popularity_score,release_year,release_month,decade,is_modern,is_summer_release,has_tagline,budget_tier_encoded,release_season_encoded,is_english,title,overview_vader_pos,overview_vader_neg,overview_vader_neu,overview_vader_compound,tagline_vader_pos,tagline_vader_neg,tagline_vader_neu,tagline_vader_compound,overview_word_count,tagline_word_count
6.0,0,9930095,10.547959,108.0,160,9930095,0.0,0.0,16.11108070364834,2.446508711396049,349,7.5,7.5,7.52,2016.0,5.0,2010.0,1,0,1,0,1,1,Our Kind of Traitor,0.172,0.0,0.828,0.891,0.528,0.0,0.472,0.6808,60,7
5.4,22000000,19351569,12.887673,90.0,154,-2648431,0.8796167727272727,16.906553056777135,16.778284111099545,2.631001612133882,177,7.5,7.5,7.52,2001.0,9.0,2000.0,1,0,1,2,3,1,Saving Silverman,0.374,0.069,0.557,0.9287,0.0,0.268,0.732,-0.6597,31,13
6.0,22000000,77112176,13.410919,94.0,223,55112176,3.505098909090909,16.906553056777135,18.160771763805897,2.6679861831340235,128,7.5,7.5,7.52,2012.0,2.0,2010.0,1,0,1,2,0,1,Diary of a Wimpy Kid: Dog Days,0.079,0.098,0.823,-0.1531,0.0,0.0,1.0,0.0,28,5
6.3,0,0,3.70789,142.0,112,0,0.0,0.0,0.0,1.549239824639095,208,7.5,7.5,7.52,1999.0,2.0,1990.0,0,0,1,0,0,1,Summer of Sam,0.0,0.227,0.773,-0.875,0.261,0.198,0.541,0.1779,37,8
6.4,22000000,33788161,21.865021,104.0,480,11788161,1.5358255,16.906553056777135,17.335621062419666,3.1296082755438848,241,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Jay and Silent Bob Strike Back,0.0,0.078,0.922,-0.5267,0.0,0.0,1.0,0.0,41,4
5.4,30000000,23619609,9.448517,106.0,201,-6380391,0.7873203,17.216707972959764,16.977587857166185,2.346460054464495,400,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,The Glass House,0.147,0.138,0.714,0.2081,0.0,0.341,0.659,-0.4767,72,7
5.7,22000000,63647656,39.006187,106.0,1309,41647656,2.893075272727273,16.906553056777135,17.968873071606733,3.689034117152992,188,7.5,7.5,7.52,2016.0,5.0,2010.0,1,0,1,2,1,1,"Hail, Caesar!",0.073,0.065,0.863,0.0772,0.0,0.655,0.345,-0.5859,34,3
5.3,22000000,0,6.404571,98.0,72,-22000000,0.0,16.906553056777135,0.0,2.0020975122130387,402,7.5,7.5,7.52,2001.0,6.0,2000.0,1,1,1,2,2,1,Josie and the Pussycats,0.202,0.04,0.757,0.8658,0.283,0.0,0.717,0.7269,73,21
6.4,22000000,43058898,35.737655,100.0,875,21058898,1.9572226363636365,16.906553056777135,17.578079480600074,3.6038022508582856,704,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Homefront,0.064,0.12,0.816,-0.6597,0.245,0.0,0.755,0.3818,134,9
6.1,22000000,13555988,4.365196,95.0,77,-8444012,0.6161812727272727,16.906553056777135,16.422339000259946,1.6799329085001538,390,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,The Little Vampire,0.216,0.03,0.755,0.9382,0.0,0.497,0.503,-0.7115,75,8
6.2,22000000,0,14.925633,106.0,239,-22000000,0.0,16.906553056777135,0.0,2.7679299494908696,206,7.5,7.5,7.52,2004.0,10.0,2000.0,1,0,1,2,3,1,I Heart Huckabees,0.369,0.0,0.631,0.9513,0.556,0.0,0.444,0.3612,34,3
4.2,22000000,10696210,14.725467,104.0,305,-11303790,0.4861913636363636,16.906553056777135,16.18540012457009,2.7552815000787567,478,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,RoboCop 3,0.055,0.191,0.754,-0.891,0.0,0.0,1.0,0.0,79,7
3.8,70000000,0,8.792054,77.0,48,-70000000,0.0,18.064005814299342,0.0,2.2815712404606465,389,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,3,3,1,Dudley Do-Right,0.046,0.135,0.818,-0.7755,0.203,0.0,0.797,0.5118,66,14
5.2,25000000,72629670,25.002715,96.0,559,47629670,2.9051868,17.034386422832473,18.100884087763472,3.258200955646695,336,7.5,7.5,7.52,2015.0,3.0,2010.0,1,0,1,2,1,1,The Transporter Refueled,0.067,0.054,0.879,0.2023,0.0,0.0,1.0,0.0,57,2
5.9,0,0,7.588597,114.0,128,0,0.0,0.0,0.0,2.150435393203604,197,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,0,3,1,The Libertine,0.0,0.129,0.871,-0.5994,0.0,0.0,1.0,0.0,35,7
7.2,21000000,26193068,13.906611,145.0,277,5193068,1.2472889523809525,16.860033043306743,17.08100539174919,2.701804805824713,141,7.5,7.5,7.52,2006.0,1.0,2000.0,1,0,1,2,0,0,Black Book,0.0,0.17,0.83,-0.5994,0.0,0.433,0.567,-0.7269,20,10
7.2,22000000,17709155,13.960945,116.0,212,-4290845,0.8049615909090909,16.906553056777135,16.689592351932266,2.7054431390004865,371,7.5,7.5,7.52,2005.0,9.0,2000.0,1,0,1,2,3,0,Joyeux Noël,0.145,0.156,0.699,-0.2263,0.0,0.0,1.0,0.0,63,9
5.5,2000000,14400000,16.668854,100.0,224,12400000,7.2,14.508658238524095,16.48273883399067,2.871803428540778,197,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,0,3,1,Hit & Run,0.08,0.0,0.92,0.4019,0.217,0.0,0.783,0.3612,32,10
5.9,0,0,6.847133,104.0,140,0,0.0,0.0,0.0,2.060148242154243,96,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,0,0,3,1,Mad Money,0.0,0.299,0.701,-0.7506,0.0,0.0,1.0,0.0,17,0
6.2,22000000,15447154,48.784734,92.0,659,-6552846,0.7021433636363636,16.906553056777135,16.552935401956915,3.907708390850982,182,7.5,7.5,7.52,2014.0,3.0,2010.0,1,0,1,2,1,1,Before I Go to Sleep,0.068,0.254,0.678,-0.8271,0.524,0.0,0.476,0.5106,32,4
7.4,22000000,12000000,9.088209,121.0,98,-10000000,0.5454545454545454,16.906553056777135,16.300417291085605,2.311367316132388,405,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Sorcerer,0.098,0.209,0.693,-0.8519,0.073,0.366,0.56,-0.8316,67,16
5.2,22000000,9479718,12.445176,105.0,192,-12520282,0.4308962727272727,16.906553056777135,16.06466523244168,2.5986203800033163,613,7.5,7.5,7.52,2010.0,7.0,2010.0,1,1,1,2,2,1,Stone,0.106,0.047,0.847,0.5683,0.0,0.318,0.682,-0.4215,104,7
6.7,0,0,4.61335,115.0,45,0,0.0,0.0,0.0,1.7251476892628033,241,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,0,0,3,0,Moliere,0.336,0.149,0.515,0.8807,0.0,0.0,1.0,0.0,37,0
6.5,22000000,15400000,29.230298,116.0,720,-6600000,0.7,16.906553056777135,16.54987813231892,3.408844666499974,191,7.5,7.5,7.52,2013.0,6.0,2010.0,1,1,1,2,2,1,Out of the Furnace,0.0,0.334,0.666,-0.9439,0.0,0.394,0.606,-0.3818,34,5
6.5,25000000,92991835,18.961323,119.0,501,67991835,3.7196734,17.034386422832473,18.34802226231797,2.993796551251856,194,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Michael Clayton,0.0,0.078,0.922,-0.4215,0.365,0.0,0.635,0.3182,34,5
6.3,0,0,2.809378,101.0,46,0,0.0,0.0,0.0,1.337465921217952,324,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,0,3,1,My Fellow Americans,0.086,0.185,0.729,-0.7424,0.396,0.0,0.604,0.7096,52,11
7.0,21500000,0,12.819447,117.0,239,-21500000,0.0,16.88356353960952,0.0,2.6260768030671438,311,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Arlington Road,0.0,0.216,0.784,-0.8201,0.0,0.4,0.6,-0.25,48,4
6.0,22000000,24000000,14.866351,106.0,122,2000000,1.0909090909090908,16.906553056777135,16.993564429978885,2.764200577413374,636,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,0,Underdogs,0.134,0.168,0.698,-0.6282,0.0,0.0,1.0,0.0,117,6
5.6,17000000,73244881,15.013386,111.0,546,56244881,4.308522411764706,16.648723960844016,18.10931893311324,2.77342499746416,408,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,0,1,3,1,To Rome with Love,0.154,0.075,0.771,0.7351,0.0,0.0,1.0,0.0,66,0
5.5,18000000,70687344,8.700565,136.0,139,52687344,3.9270746666666665,16.705882371415992,18.07377711908843,2.272184131235702,323,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Firefox,0.026,0.185,0.789,-0.872,0.0,0.615,0.385,-0.9295,54,11
7.1,21000000,0,27.197799,81.0,893,-21000000,0.0,16.860033043306743,0.0,3.339243925252646,186,7.1,7.1,7.1,2005.0,7.0,2000.0,0,0,1,2,3,1,"South Park: Bigger, Longer & Uncut",0.08,0.175,0.745,-0.5106,0.0,0.0,1.0,0.0,29,1
6.9,9000000,46,20.410354,90.0,497,-8999954,5.111111111111112e-06,16.012735246411598,3.8501476017100575,3.063874636794653,128,7.5,7.5,7.52,2007.0,9.0,2000.0,1,0,1,1,3,1,Death at a Funeral,0.0,0.218,0.782,-0.6486,0.0,0.135,0.865,-0.3612,21,17
5.1,21000000,42000000,10.207065,96.0,184,21000000,2.0,16.860033043306743,17.553180200057167,2.416544382999533,211,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Teenage Mutant Ninja Turtles III,0.089,0.0,0.911,0.5719,0.0,0.0,1.0,0.0,39,5
6.3,32000000,40222729,5.683281,106.0,123,8222729,1.25696028125,17.281246492014,17.509942816683534,1.8996090346298704,203,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Hardball,0.128,0.0,0.872,0.6124,0.207,0.0,0.793,0.2716,36,9
6.9,21000000,205738714,63.599973,122.0,4742,184738714,9.79708161904762,16.860033043306743,19.142117547900597,4.168213992831813,141,7.050000000000001,6.9,7.372727272727272,2012.0,8.0,2010.0,1,1,1,2,2,1,Silver Linings Playbook,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,24,4
7.5,21000000,41170784,17.746981,123.0,356,20170784,1.960513523809524,16.860033043306743,17.53323946084631,2.931032726119048,133,7.5,7.5,7.52,2007.0,5.0,2000.0,1,0,1,2,1,1,Freedom Writers,0.221,0.0,0.779,0.6249,0.0,0.0,1.0,0.0,20,6
7.0,0,37000000,1.934524,134.0,22,37000000,0.0,0.0,17.426428497635523,1.076545259548151,251,7.5,7.5,7.52,2010.0,5.0,2010.0,1,0,1,0,1,1,For Colored Girls,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,40,4
6.6,21000000,43928932,34.433521,92.0,1692,22928932,2.091853904761905,16.860033043306743,17.59808372701597,3.567658292996905,431,7.5,7.5,7.52,2002.0,2.0,2000.0,1,0,1,2,0,1,The Transporter,0.104,0.179,0.717,-0.7876,0.0,0.383,0.617,-0.4767,74,6
6.4,20000000,41627431,26.21425,115.0,497,21627431,2.08137155,16.811242881518265,17.54426993098455,3.303740733174623,342,7.5,7.5,7.52,2008.0,4.0,2000.0,1,0,1,2,1,1,Never Back Down,0.164,0.147,0.69,0.296,0.29,0.405,0.305,-0.128,56,7
5.1,21000000,17762705,4.781538,104.0,76,-3237295,0.8458430952380952,16.860033043306743,16.692611648786816,1.754669737254028,620,7.5,7.5,7.52,1999.0,11.0,1990.0,0,0,1,2,3,1,The Rage: Carrie 2,0.209,0.143,0.648,0.8338,0.0,0.701,0.299,-0.6908,113,3
6.7,17000000,14899417,10.13559,98.0,189,-2100583,0.876436294117647,16.648723960844016,16.516832709750126,2.4101462853855464,572,7.5,7.5,7.52,2009.0,5.0,2000.0,1,0,0,1,1,1,Away We Go,0.064,0.072,0.864,-0.438,0.0,0.0,1.0,0.0,100,0
5.8,21000000,17600000,5.815881,120.0,65,-3400000,0.8380952380952381,16.860033043306743,16.68340951682656,1.9192553304544184,101,7.5,7.5,7.52,2008.0,1.0,2000.0,1,0,1,2,0,1,Swing Vote,0.175,0.0,0.825,0.5574,0.194,0.0,0.806,0.34,18,11
6.5,21000000,10011050,8.982335,117.0,52,-10988950,0.4767166666666667,16.860033043306743,16.11920014078481,2.300817030893016,120,7.5,7.5,7.52,2002.0,9.0,2000.0,1,0,0,2,3,1,Moonlight Mile,0.0,0.14,0.86,-0.5994,0.0,0.0,1.0,0.0,25,0
6.6,30000000,0,33.649652,127.0,840,-30000000,0.0,17.216707972959764,0.0,3.545287682295435,613,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Tinker Tailor Soldier Spy,0.219,0.052,0.73,0.9604,0.0,0.226,0.774,-0.5423,102,13
5.5,0,0,2.636193,102.0,14,0,0.0,0.0,0.0,1.2909372552145535,427,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,0,3,1,Molly,0.0,0.127,0.873,-0.8481,0.512,0.0,0.488,0.743,66,8
6.3,21000000,970816,13.847872,91.0,276,-20029184,0.0462293333333333,16.860033043306743,13.785893264012122,2.6978565553170317,407,7.5,7.5,7.52,2011.0,11.0,2010.0,1,0,1,2,3,1,The Beaver,0.103,0.148,0.748,-0.5719,0.39,0.0,0.61,0.4939,68,6
5.9,35000000,69701637,4.189378,114.0,41,34701637,1.9914753428571428,17.370858648025116,18.05973437617197,1.6466138441382905,137,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,The Best Little Whorehouse in Texas,0.0,0.17,0.83,-0.5106,0.257,0.098,0.645,0.4976,23,11
6.7,15000000,2856712,21.928025,97.0,475,-12143288,0.1904474666666666,16.52356082573315,14.865182221144217,3.1323599614550752,155,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,1,3,1,eXistenZ,0.143,0.092,0.764,0.1531,0.198,0.388,0.413,-0.5106,27,7
7.7,18000000,389925971,68.159596,115.0,3854,371925971,21.662553944444443,16.705882371415992,19.78146746368613,4.236416819271134,227,7.566666666666666,7.6,7.52,1981.0,12.0,1980.0,0,0,1,2,0,1,Raiders of the Lost Ark,0.089,0.0,0.911,0.5719,0.181,0.217,0.602,-0.186,39,14
6.3,18000000,358991681,81.487685,120.0,2395,340991681,19.943982277777778,16.705882371415992,19.69880977626769,4.41264900947108,315,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Home Alone 2: Lost in New York,0.074,0.125,0.801,-0.5187,0.0,0.0,1.0,0.0,58,11
7.2,20000000,303788635,52.456505,135.0,1098,283788635,15.18943175,16.811242881518265,19.53184274123804,3.9788683325916274,152,7.566666666666666,7.2,6.975,2005.0,7.0,2000.0,0,0,1,2,3,1,Close Encounters of the Third Kind,0.0,0.087,0.913,-0.3182,0.367,0.0,0.633,0.1877,25,4
5.0,38000000,29907685,9.662715,90.0,150,-8092315,0.7870443421052632,17.453096744006448,17.21362606218365,2.366753076741116,163,7.5,7.5,7.52,2006.0,11.0,2000.0,1,0,1,2,3,1,Pulse,0.087,0.344,0.569,-0.8591,0.0,0.516,0.484,-0.4939,26,4
6.1,20000000,299965036,25.28436,100.0,613,279965036,14.9982518,16.811242881518265,19.51917648249544,3.2689740854872515,275,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,0,2,3,1,Beverly Hills Cop II,0.158,0.105,0.738,0.4767,0.0,0.0,1.0,0.0,48,0
5.4,20000000,132675402,8.351385,105.0,183,112675402,6.6337701,16.811242881518265,18.703416124171262,2.235524460672922,276,7.5,7.5,7.52,2003.0,7.0,2000.0,1,1,1,2,2,1,Bringing Down the House,0.264,0.067,0.669,0.8625,0.0,0.248,0.752,-0.5106,42,11
8.1,19000000,272742922,18.174804,119.0,4443,253742922,14.354890631578948,16.759949589762293,19.424040235503067,2.9535971255583147,331,7.85,8.1,7.478571428571429,1991.0,1.0,1990.0,0,0,1,2,0,1,The Silence of the Lambs,0.062,0.185,0.753,-0.8641,0.07,0.231,0.699,-0.6124,52,15
6.5,20000000,121697323,21.815122,94.0,728,101697323,6.08486615,16.811242881518265,18.617047569219704,3.127423561724262,297,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Wayne's World,0.117,0.106,0.776,0.1648,0.336,0.29,0.374,0.128,50,6
6.4,20000000,117224271,20.99174,94.0,428,97224271,5.86121355,16.811242881518265,18.579599512641263,3.090666928312156,497,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Jackass 3D,0.022,0.091,0.887,-0.7579,0.0,0.0,1.0,0.0,88,5
5.9,20000000,187884007,19.636044,116.0,406,167884007,9.39420035,16.811242881518265,19.051335351661123,3.0270392555762924,115,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Jaws 2,0.115,0.177,0.708,-0.34,0.195,0.0,0.805,0.4404,18,13
4.9,20000000,149281606,12.25264,91.0,209,129281606,7.4640803,16.811242881518265,18.821345060010724,2.5841967778685446,241,7.5,7.5,7.52,2008.0,3.0,2000.0,1,0,1,2,1,1,Beverly Hills Chihuahua,0.116,0.046,0.838,0.5423,0.432,0.0,0.568,0.5859,45,6
7.4,13000000,318000141,49.975409,112.0,3092,305000141,24.46154930769231,16.380459992348886,19.57756238728523,3.931343339969282,236,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,1,3,1,The Conjuring,0.109,0.254,0.636,-0.807,0.259,0.0,0.741,0.4215,38,9
5.2,32000000,97918663,13.590677,95.0,221,65918663,3.05995821875,17.281246492014,18.399647732844365,2.6803827631031334,398,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Are We There Yet?,0.11,0.067,0.822,0.5216,0.0,0.22,0.78,-0.4767,70,12
5.0,20000000,100525432,21.657563,97.0,500,80525432,5.0262716,16.811242881518265,18.42592131812456,3.1204937034791804,138,7.5,7.5,7.52,2014.0,2.0,2010.0,1,0,1,2,0,1,Tammy,0.0,0.11,0.89,-0.3818,0.0,0.0,1.0,0.0,22,8
6.7,35000000,131282949,43.057323,108.0,1414,96282949,3.7509414,17.370858648025116,18.69286547554788,3.785491581471157,384,7.5,7.5,7.52,2003.0,3.0,2000.0,1,0,1,2,1,1,School of Rock,0.0,0.079,0.921,-0.5023,0.0,0.0,1.0,0.0,64,10
5.4,18000000,122195920,16.470895,101.0,442,104195920,6.788662222222222,16.705882371415992,18.62113622443925,2.8605363535148864,421,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Mortal Kombat,0.117,0.206,0.678,-0.8228,0.192,0.0,0.808,0.2263,66,9
6.3,37000000,113086475,28.703007,109.0,679,76086475,3.056391216216216,17.426428497635523,18.5436633583398,3.3912482864748905,434,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,White Chicks,0.0,0.109,0.891,-0.765,0.0,0.0,1.0,0.0,74,4
6.7,20000000,177243185,40.903931,115.0,934,157243185,8.86215925,16.811242881518265,18.993033279760272,3.735379641143153,250,7.5,7.5,7.52,2011.0,9.0,2010.0,1,0,1,2,3,1,The Descendants,0.057,0.101,0.842,-0.2732,0.0,0.338,0.662,-0.3724,43,6
6.7,20000000,0,22.001408,117.0,383,-20000000,0.0,16.811242881518265,0.0,3.135555431446746,312,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Holes,0.077,0.183,0.74,-0.7351,0.0,0.0,1.0,0.0,57,8
6.9,0,0,23.139971,107.0,923,0,0.0,0.0,0.0,3.1838690143430632,188,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,0,3,1,The Last Song,0.107,0.056,0.838,0.4588,0.273,0.0,0.727,0.7184,35,18
7.9,20000000,187000000,95.9229,134.0,3674,167000000,9.35,16.811242881518265,19.046619180166456,4.573915817085496,377,7.9,7.9,7.553333333333333,2005.0,7.0,2000.0,0,0,1,2,3,1,12 Years a Slave,0.204,0.153,0.642,0.4404,0.318,0.0,0.682,0.4215,61,7
6.2,20000000,57588485,4.748929,118.0,116,37588485,2.87942425,16.811242881518265,17.86883320985095,1.7490135765909838,274,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Drumline,0.232,0.0,0.768,0.8683,0.0,0.0,1.0,0.0,44,5
6.1,20000000,60072596,2.986286,121.0,29,40072596,3.0036298,16.811242881518265,17.911064338786787,1.3828599703455653,245,7.5,7.5,7.52,2010.0,2.0,2010.0,1,0,1,2,0,1,Why Did I Get Married Too?,0.14,0.0,0.86,0.7351,0.259,0.0,0.741,0.2732,40,7
7.5,20000000,53000000,47.51363,105.0,3601,33000000,2.65,16.811242881518265,17.78580249038432,3.8818447893894783,98,7.466666666666666,7.371428571428572,7.4,1990.0,5.0,1990.0,0,0,1,2,1,1,Edward Scissorhands,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,15,4
7.6,20000000,207945075,53.161905,110.0,2562,187945075,10.39725375,16.811242881518265,19.152784545103916,3.991977801545267,536,7.5,7.5,7.52,2016.0,2.0,2010.0,1,0,1,2,0,1,Me Before You,0.093,0.054,0.853,0.6081,0.0,0.0,1.0,0.0,95,1
5.9,0,0,7.050951,114.0,52,0,0.0,0.0,0.0,2.085790221098851,168,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,0,3,1,Madea's Witness Protection,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,29,8
7.4,1800000,41158757,15.978136,104.0,422,39358757,22.86597611111111,14.403297778421797,17.532947293547736,2.8319263986500496,145,7.45,7.433333333333334,7.336363636363637,1971.0,9.0,1970.0,0,0,1,0,3,1,The French Connection,0.184,0.052,0.764,0.5859,0.0,0.535,0.465,-0.8016,25,12
6.3,20000000,183936074,42.512296,100.0,1252,163936074,9.1968037,16.811242881518265,19.030098836731216,3.7730435648186096,197,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Bad Moms,0.298,0.0,0.702,0.8807,0.722,0.0,0.278,0.6369,27,4
3.6,20000000,48548426,10.098722,83.0,222,28548426,2.4274213,16.811242881518265,17.698072352588678,2.4068299665545947,142,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Date Movie,0.216,0.064,0.72,0.5859,0.417,0.417,0.167,0.0,21,3
6.1,20000000,109862682,15.341196,72.0,290,89862682,5.4931341,16.811242881518265,18.51474180757216,2.793689281367705,203,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Return to Never Land,0.0,0.095,0.905,-0.5994,0.0,0.0,1.0,0.0,38,3
7.4,20000000,66787908,29.023184,127.0,817,46787908,3.3393954,16.811242881518265,18.017032619129843,3.40196988320599,243,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Selma,0.0,0.167,0.833,-0.8481,0.286,0.0,0.714,0.25,43,6
5.6,20000000,135680000,19.819893,72.0,269,115680000,6.784,16.811242881518265,18.72580973737815,3.035908923884472,135,7.5,7.5,7.52,2003.0,7.0,2000.0,1,1,1,2,2,1,The Jungle Book 2,0.095,0.228,0.677,-0.5106,0.0,0.0,1.0,0.0,26,4
4.6,20000000,67192859,11.62423,89.0,191,47192859,3.35964295,16.811242881518265,18.02307754984845,2.535617983202442,287,7.5,7.5,7.52,2005.0,4.0,2000.0,1,0,1,2,1,1,Boogeyman,0.0,0.121,0.879,-0.7657,0.0,0.0,1.0,0.0,50,7
5.8,20000000,84146832,22.049787,96.0,381,64146832,4.2073416,16.811242881518265,18.248073842717584,3.13765652861905,223,7.5,7.5,7.52,2007.0,8.0,2000.0,1,1,1,2,2,1,Premonition,0.083,0.267,0.65,-0.91,0.0,0.0,1.0,0.0,43,6
6.3,30000000,45554533,9.829859,77.0,143,15554533,1.5184844333333334,17.216707972959764,17.634420715684733,2.3823070415375645,355,7.5,7.5,7.52,2000.0,11.0,2000.0,1,0,0,2,3,1,The Tigger Movie,0.058,0.038,0.904,0.3182,0.0,0.0,1.0,0.0,61,0
6.7,20000000,41596251,29.295801,123.0,1261,21596251,2.07981255,16.811242881518265,17.543520625018743,3.4110091220540237,158,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Orphan,0.125,0.0,0.875,0.4019,0.0,0.0,1.0,0.0,28,5
6.8,20000000,43967255,14.136476,111.0,276,23967255,2.19836275,16.811242881518265,17.598955733023608,2.717107460017998,140,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Max,0.0,0.245,0.755,-0.7783,0.917,0.0,0.083,0.9001,23,4
3.2,20000000,86865564,6.064638,86.0,326,66865564,4.3432782,16.811242881518265,18.279872251634806,1.955101776324108,400,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Epic Movie,0.0,0.085,0.915,-0.7184,0.0,0.0,1.0,0.0,67,6
7.8,20000000,88346473,41.503588,128.0,2686,68346473,4.41732365,16.811242881518265,18.29677684648253,3.7495884958963175,187,7.6,7.8,7.611111111111111,2015.0,6.0,2010.0,1,1,1,2,2,1,Spotlight,0.07,0.276,0.653,-0.802,0.0,0.0,1.0,0.0,31,6
5.9,20000000,27640028,20.495749,110.0,292,7640028,1.3820014,16.811242881518265,17.134775606067244,3.0678551946540247,462,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Lakeview Terrace,0.043,0.07,0.887,-0.4678,0.237,0.0,0.763,0.4215,71,10
5.2,20000000,39143839,13.906944,102.0,283,19143839,1.95719195,16.811242881518265,17.482753624470845,2.7018271446568325,291,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,The Grudge 2,0.054,0.22,0.726,-0.8316,0.0,0.327,0.673,-0.5267,49,8
6.0,20000000,37672350,2.003047,124.0,24,17672350,1.8836175,16.811242881518265,17.444436988126935,1.0996274398943684,378,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,How Stella Got Her Groove Back,0.197,0.043,0.76,0.9468,0.455,0.0,0.545,0.8176,72,11
5.9,0,0,11.349664,98.0,308,0,0.0,0.0,0.0,2.5136288562261506,405,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,0,3,1,Bill & Ted's Bogus Journey,0.146,0.146,0.708,-0.4497,0.0,0.0,1.0,0.0,72,8
5.8,20000000,41237648,11.203335,115.0,129,21237648,2.0618824,16.811242881518265,17.534862207728573,2.501709275038732,291,7.5,7.5,7.52,2006.0,9.0,2000.0,1,0,1,2,3,1,Man of the Year,0.146,0.081,0.773,0.5499,0.0,0.383,0.617,-0.4767,47,6
6.1,20000000,35841901,8.265317,98.0,131,15841901,1.79209505,16.811242881518265,17.394628213859313,2.226278073938843,489,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,The Black Hole,0.028,0.078,0.894,-0.6428,0.0,0.0,1.0,0.0,80,7
5.8,20000000,65464324,18.632156,104.0,481,45464324,3.2732162,16.811242881518265,17.997015895737707,2.9771688341472533,146,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,0,2,3,1,The American,0.245,0.0,0.755,0.7778,0.0,0.0,1.0,0.0,27,0
7.0,20000000,60000000,6.92592,127.0,114,40000000,3.0,16.811242881518265,17.909855136853043,2.070138401353692,433,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Selena,0.096,0.051,0.853,0.5106,0.362,0.0,0.638,0.7783,65,14
4.2,20000000,80547866,17.165039,82.0,315,60547866,4.0273933,16.811242881518265,18.20436218678972,2.899498812656822,284,7.5,7.5,7.52,2005.0,7.0,2000.0,0,0,1,2,3,1,Vampires Suck,0.168,0.142,0.69,0.3612,0.44,0.0,0.56,0.4847,47,5
