vote_average,budget,revenue,popularity,runtime,vote_count,profit,roi,log_budget,log_revenue,log_popularity,overview_length,director_success_rate,lead_actor_success_rate,genre_popularity_score,release_year,release_month,decade,is_modern,is_summer_release,has_tagline,budget_tier_encoded,release_season_encoded,is_english,title
6.5,50000000,90450008,31.160542,117.0,709,40450008,1.80900016,17.72753358339242,18.32030786930806,3.4707402974025823,229,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Hairspray
4.7,80000000,78000586,15.761384,114.0,183,-1999414,0.975007325,18.197537205138154,18.172226910266573,2.81907766921023,609,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Exorcist: The Beginning
4.3,75000000,0,17.561955,78.0,318,-75000000,0.0,18.132998684833918,0.0,2.921114055862537,434,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Inspector Gadget
7.3,75000000,117698894,71.124686,115.0,5487,42698894,1.5693185866666666,18.132998684833918,18.583640183911157,4.278396371265927,161,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Now You See Me
6.0,80000000,271430189,38.864027,102.0,1705,191430189,3.3928773625,18.197537205138154,19.41921553720361,3.6854743382817037,138,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Grown Ups
7.0,60000000,219417255,57.753914,128.0,1910,159417255,3.65695425,17.909855136853043,19.206485753578583,4.073357772081765,409,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,The Terminal
5.7,35000000,73034460,13.25753,100.0,202,38034460,2.0866988571428573,17.370858648025116,18.10644195621654,2.6572851882020507,317,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,2,3,1,Hotel for Dogs
5.9,75000000,215663859,13.318744,124.0,283,140663859,2.87551812,18.132998684833918,19.189231549802027,2.66156944818859,387,7.5,7.5,7.5200000000000005,2000.0,8.0,2000.0,1,1,1,3,2,1,Vertical Limit
6.5,75000000,119000410,18.70031,102.0,338,44000410,1.5866721333333331,18.132998684833918,18.594637504851352,2.980634371660742,196,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Charlie Wilson's War
5.8,75000000,367275019,47.094369,90.0,1557,292275019,4.897000253333333,18.132998684833918,19.721621498675873,3.8731651016515825,303,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Shark Tale
6.6,70000000,154937680,14.486311,134.0,284,84937680,2.213395428571429,18.064005814299346,18.85853353597199,2.7399564724181795,201,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Dreamgirls
5.4,53000000,95226116,18.61472,118.0,292,42226116,1.7967191698113207,17.78580249038432,18.371764800373036,2.9762803047699284,134,7.5,7.5,7.5200000000000005,2005.0,4.0,2000.0,1,0,1,3,1,1,Be Cool
6.9,70000000,130358911,29.035222,164.0,696,60358911,1.862270157142857,18.064005814299346,18.685802065780365,3.402370759651536,287,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Munich
6.4,70000000,85632458,27.055085,121.0,573,15632458,1.2233208285714283,18.064005814299346,18.265574963161356,3.3341698989613113,547,7.5,7.5,7.5200000000000005,2003.0,7.0,2000.0,1,1,1,3,2,1,Tears of the Sun
5.7,75000000,98159963,23.004607,100.0,772,23159963,1.308799506666667,18.132998684833918,18.402108991618697,3.1782457702596356,228,7.5,7.5,7.5200000000000005,2010.0,4.0,2010.0,1,0,1,3,1,1,Killers
7.1,75000000,108145109,48.744209,116.0,2265,33145109,1.4419347866666667,18.132998684833918,18.498984494361917,3.9068940548193116,468,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,The Man from U.N.C.L.E.
5.8,80000000,55041367,14.209329,130.0,369,-24958633,0.6880170875,18.197537205138154,17.823595605931654,2.7219089895847284,443,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Spanglish
6.3,75000000,140175006,36.368839,91.0,874,65175006,1.86900008,18.132998684833918,18.758402249911587,3.620837175313417,213,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Monster House
6.2,75000000,67631903,24.353302,123.0,302,-7368097,0.9017587066666668,18.132998684833918,18.029590382341286,3.232908977964819,62,7.5,7.5,7.5200000000000005,2001.0,12.0,2000.0,1,0,1,3,0,1,Bandits
5.9,55000000,127600435,19.143321,134.0,311,72600435,2.320007909090909,17.822843761378564,18.664414345797027,3.0028727694265003,329,7.5,7.5,7.5200000000000005,1995.0,7.0,1990.0,0,1,1,3,2,1,First Knight
6.4,75000000,0,13.327372,148.0,197,-75000000,0.0,18.132998684833918,0.0,2.6621718335354134,258,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,0,3,3,1,Anna and the King
5.7,75000000,226904017,37.917002,110.0,880,151904017,3.025386893333333,18.132998684833918,19.240037657834797,3.6614312245461287,172,7.5,7.5,7.5200000000000005,2011.0,10.0,2010.0,1,0,1,3,3,1,Immortals
6.2,52000000,77944725,23.663713,113.0,512,25944725,1.4989370192307692,17.76675429577647,18.17151049242349,3.2053330541230225,206,7.5,7.5,7.5200000000000005,2005.0,9.0,2000.0,1,0,1,3,3,1,Hostage
6.3,75000000,36754634,14.44381,94.0,313,-38245366,0.4900617866666666,18.132998684833918,17.419774898119332,2.737208275814011,179,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Titan A.E.
5.0,75000000,51142659,10.605084,116.0,166,-23857341,0.68190212,18.132998684833918,17.75012954055363,2.451443277959575,392,7.5,7.5,7.5200000000000005,2003.0,9.0,2000.0,1,0,0,3,3,1,Hollywood Homicide
6.1,75000000,14567883,11.873856,99.0,221,-60432117,0.19423844,18.132998684833918,16.494329937699998,2.5551985882330843,398,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Soldier
5.8,0,5802422,12.708963,84.0,282,5802422,0.0,0.0,15.5737861469005,2.6180498524932316,759,7.5,7.5,7.5200000000000005,2009.0,4.0,2000.0,1,0,1,0,1,1,Carriers
4.3,75000000,5409517,8.098369,93.0,78,-69590483,0.0721268933333333,18.132998684833918,15.503670552583664,2.20809516668982,366,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Monkeybone
5.7,45000000,21009180,20.374308,113.0,276,-23990820,0.4668706666666666,17.622173069956816,16.860470090623977,3.06218964002976,286,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Flight of the Phoenix
6.9,75000000,248118121,42.006908,106.0,1946,173118121,3.308241613333333,18.132998684833918,19.32941548912228,3.761360753953337,273,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Unbreakable
6.4,74000000,1156730962,875.581305,91.0,4571,1082730962,15.631499486486486,18.119575664681957,20.868863728300205,6.776029461040431,161,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Minions
5.9,82000000,89792502,39.127082,110.0,1623,7792502,1.095030512195122,18.22222981742365,18.31301204426393,3.6920514679545193,193,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Sucker Punch
5.8,73000000,103891409,20.790703,98.0,327,30891409,1.4231699863013698,18.105970012811294,18.458856777001973,3.081483410941842,322,7.5,7.5,7.5200000000000005,1998.0,7.0,1990.0,0,1,1,3,2,1,Snake Eyes
5.8,75000000,13100000,18.65988,134.0,476,-61900000,0.1746666666666666,18.132998684833918,16.388122864507256,2.9785800109364047,322,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Sphere
5.9,73000000,349779543,45.720894,97.0,1022,276779543,4.791500589041096,18.105970012811294,19.672813639707872,3.8441914736108673,326,7.5,7.5,7.5200000000000005,2016.0,11.0,2010.0,1,0,1,3,3,1,The Angry Birds Movie
5.4,70000000,111231041,21.789615,112.0,444,41231041,1.5890148714285717,18.064005814299346,18.5271200555006,3.1263049497406112,436,7.5,7.5,7.5200000000000005,2008.0,7.0,2000.0,1,1,1,3,2,1,Fool's Gold
5.7,75000000,61458982,20.199057,146.0,390,-13541018,0.8194530933333334,18.132998684833918,17.933880567181834,3.0539566995565766,235,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Funny People
6.5,70000000,86658558,26.123705,110.0,513,16658558,1.2379794,18.064005814299346,18.277486345935618,3.3004080687854573,111,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,The Kingdom
6.2,72500000,162966177,12.599836,116.0,491,90466177,2.2478093379310344,18.099097133618006,18.909053240308054,2.610057733845769,377,7.5,7.5,7.5200000000000005,2006.0,4.0,2000.0,1,0,1,3,1,1,Talladega Nights: The Ballad of Ricky Bobby
4.9,70000000,176104344,13.543053,87.0,410,106104344,2.515776342857143,18.064005814299346,18.986587246643026,2.6771134225539193,608,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Dr. Dolittle 2
7.7,72000000,210000000,60.722162,177.0,3336,138000000,2.9166666666666665,18.09217669086922,19.162618093443648,4.12264305604542,258,7.5,7.7,7.553333333333333,2005.0,7.0,2000.0,0,0,1,3,3,1,Braveheart
6.6,72000000,96889998,32.227223,125.0,765,24889998,1.345694416666667,18.09217669086922,18.389086862040205,3.5033695098103155,394,7.5,7.5,7.5200000000000005,2005.0,4.0,2000.0,1,0,1,3,1,1,Jarhead
6.9,75000000,527068851,46.875375,87.0,2264,452068851,7.02758468,18.132998684833918,20.08284174692816,3.8686012803683054,152,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,The Simpsons Movie
6.6,72000000,37317558,11.215702,152.0,188,-34682442,0.5182994166666667,18.09217669086922,17.43497452451595,2.502722173381721,161,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,The Majestic
4.5,94000000,54744738,8.468586,116.0,179,-39255262,0.582390829787234,18.358805350872576,17.818191830719616,2.247979582427634,547,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Driven
6.9,74500000,62172050,8.884318,109.0,180,-12327950,0.8345241610738255,18.126309696772605,17.94541611588955,2.290949460818044,176,7.5,7.5,7.5200000000000005,2004.0,7.0,2000.0,1,1,1,3,2,1,Two Brothers
6.2,60000000,256697520,27.491891,108.0,1071,196697520,4.278292,17.909855136853043,19.36340898860736,3.3496195204735235,174,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,The Village
5.4,71000000,294456605,21.462935,85.0,686,223456605,4.147276126760564,18.078190449090098,19.50064220215159,3.1118666175315153,401,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Doctor Dolittle
6.4,72000000,408247917,28.848187,106.0,1599,336247917,5.670109958333334,18.09217669086922,19.827385189985556,3.396124100975618,122,7.5,7.5,7.5200000000000005,2002.0,2.0,2000.0,1,0,1,3,0,1,Signs
6.7,150000000,919838758,47.320801,93.0,2988,769838758,6.132258386666667,18.826145858727198,20.639708950690668,3.877862130475918,329,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Shrek 2
6.6,120000000,461983149,82.643036,117.0,3877,341983149,3.849859575,18.603002309079653,19.951038976519428,4.426558172323468,386,7.5,7.5,7.5200000000000005,2006.0,8.0,2000.0,1,1,1,3,2,1,Cars
5.7,70000000,309457509,20.230535,116.0,455,239457509,4.420821557142857,18.064005814299346,19.550331354719273,3.055440475586058,357,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Runaway Bride
5.8,70000000,277448382,46.217769,124.0,1424,207448382,3.963548314285714,18.064005814299346,19.44114546664207,3.8547702836119284,305,7.5,7.5,7.5200000000000005,2002.0,9.0,2000.0,1,0,1,3,3,1,xXx
5.8,74000000,311594032,36.952268,93.0,719,237594032,4.210730162162162,18.119575664681957,19.557211722226807,3.636329264901761,482,7.5,7.5,7.5200000000000005,2015.0,5.0,2010.0,1,0,1,3,1,1,The SpongeBob Movie: Sponge Out of Water
6.4,80000000,309492681,16.411345,117.0,470,229492681,3.8686585125,18.197537205138154,19.55044500522134,2.8571220052475907,128,7.5,7.5,7.5200000000000005,1996.0,8.0,1990.0,0,1,1,3,2,1,Ransom
7.9,70000000,319131050,72.595961,153.0,6430,249131050,4.559015,18.064005814299346,19.58111239456825,4.298590146511602,367,7.8428571428571425,7.625,7.800000000000001,2005.0,7.0,2000.0,0,0,1,3,3,1,Inglourious Basterds
6.6,70000000,300854823,33.648404,144.0,1532,230854823,4.297926042857143,18.064005814299346,19.522138394070804,3.5452516639690295,388,7.5,7.5,7.5200000000000005,1991.0,11.0,1990.0,0,0,1,3,3,1,Hook
6.6,70000000,240031094,57.69847,124.0,1896,170031094,3.4290156285714284,18.064005814299346,19.296279035413768,4.072413661758414,401,7.5,7.5,7.5200000000000005,1990.0,2.0,1990.0,0,0,1,3,0,1,Die Hard 2
5.8,80000000,116643346,34.052253,117.0,770,36643346,1.458041825,18.197537205138154,18.57463152094324,3.5568398910153247,407,7.5,7.5,7.5200000000000005,2003.0,8.0,2000.0,1,1,1,3,2,1,S.W.A.T.
6.5,68000000,203388341,27.299301,136.0,1078,135388341,2.991005014705882,18.035018277846262,19.130627724301913,3.3428371046975074,332,7.5,7.5,7.5200000000000005,2001.0,10.0,2000.0,1,0,1,3,3,1,Vanilla Sky
5.3,75000000,42285169,20.219385,110.0,409,-32714831,0.5638022533333333,18.132998684833918,17.55994699152856,3.0549151506734824,357,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Lady in the Water
5.5,70000000,171183863,42.957216,101.0,1217,101183863,2.445483757142857,18.064005814299346,18.958248764893437,3.7832167972296995,256,7.5,7.5,7.5200000000000005,2004.0,12.0,2000.0,1,0,1,3,0,1,AVP: Alien vs. Predator
5.4,75000000,443140005,29.412262,88.0,666,368140005,5.9085334,18.132998684833918,19.909396318711142,3.414845882349468,498,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Alvin and the Chipmunks: The Squeakquel
6.7,75000000,114660784,19.708731,138.0,521,39660784,1.528810453333333,18.132998684833918,18.55748863174935,3.0305553987836196,123,7.5,7.5,7.5200000000000005,2002.0,1.0,2000.0,1,0,1,3,0,1,We Were Soldiers
6.2,70000000,161025640,59.428223,120.0,2981,91025640,2.300366285714286,18.064005814299346,18.897074171137636,4.101456264016894,407,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Olympus Has Fallen
6.3,70000000,118000000,19.711951,103.0,391,48000000,1.6857142857142855,18.064005814299346,18.586195190904515,3.030710876668145,277,7.5,7.5,7.5200000000000005,1998.0,10.0,1990.0,0,0,1,3,3,1,Star Trek: Insurrection
5.5,70000000,202466756,49.199234,116.0,1448,132466756,2.8923822285714285,18.064005814299346,19.126086268071692,3.9159997676171208,325,7.5,7.5,7.5200000000000005,2011.0,8.0,2010.0,1,1,1,3,2,1,Battle: Los Angeles
7.6,70000000,122919055,46.199482,125.0,1994,52919055,1.7559865,18.064005814299346,18.627036615405334,3.8543829179550175,308,7.466666666666666,7.699999999999999,7.4,2005.0,7.0,2000.0,0,0,1,3,3,1,Big Fish
6.0,0,0,13.758526,125.0,216,0,0.0,0.0,0.0,2.6918209496868903,75,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,0,3,1,Wolf
7.0,66000000,177584879,29.505574,146.0,992,111584879,2.690679984848485,18.005165315142214,18.994959249763006,3.4179094210142305,236,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,War Horse
5.8,70000000,154984035,43.873266,118.0,1523,84984035,2.214057642857143,18.064005814299346,18.858832676030932,3.8038422053933494,435,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,The Monuments Men
7.1,70000000,90000098,24.961625,139.0,808,20000098,1.2857156857142855,18.064005814299346,18.315321328293933,3.256619486178826,303,7.5,7.5,7.5200000000000005,1989.0,9.0,1980.0,0,0,1,3,3,1,The Abyss
5.8,70000000,134748021,23.25645,133.0,493,64748021,1.9249717285714285,18.064005814299346,18.718917088610393,3.1886825613986907,313,7.5,7.5,7.5200000000000005,2010.0,2.0,2010.0,1,0,1,3,0,1,Wall Street: Money Never Sleeps
6.2,70000000,215529201,64.457947,92.0,2389,145529201,3.078988585714286,18.064005814299346,19.18860696644833,4.181407905916993,356,7.5,7.5,7.5200000000000005,2014.0,1.0,2010.0,1,0,1,3,0,1,Dracula Untold
6.0,70000000,116672912,20.089933,116.0,352,46672912,1.6667558857142857,18.064005814299346,18.57488496234641,3.0487958176245655,142,7.5,7.5,7.5200000000000005,1998.0,6.0,1990.0,0,1,1,3,2,1,The Siege
7.1,70000000,135560026,48.032734,127.0,1184,65560026,1.9365718,18.064005814299346,18.724925103876902,3.892488115887015,256,7.1,7.1,7.459999999999999,2007.0,9.0,2000.0,1,0,1,3,3,1,Stardust
7.0,70000000,131457682,16.92991,136.0,630,61457682,1.8779668857142855,18.064005814299346,18.69419555551126,2.8864702680840866,393,7.5,7.5,7.5200000000000005,1997.0,12.0,1990.0,0,0,1,3,0,1,Seven Years in Tibet
5.2,70000000,67112664,14.780634,111.0,304,-2887336,0.9587523428571428,18.064005814299346,18.02188333226833,2.7587834920504335,414,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,The Dilemma
5.4,70000000,65977295,14.086292,116.0,228,-4022705,0.9425327857142856,18.064005814299346,18.004821240809125,2.713786516938141,109,7.5,7.5,7.5200000000000005,2002.0,7.0,2000.0,1,1,1,3,2,1,Bad Company
5.0,60000000,55987321,29.261348,105.0,609,-4012679,0.9331220166666668,17.909855136853043,17.84063583021155,3.4098712546251155,459,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Doom
5.2,70000000,33561137,13.267631,97.0,269,-36438863,0.4794448142857143,18.064005814299346,17.32887934840434,2.6579934050932503,468,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,I Spy
6.1,70000000,160112671,58.401204,88.0,1862,90112671,2.2873238714285717,18.064005814299346,18.89138832536562,4.084314495523448,252,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Underworld: Awakening
6.0,75000000,59418613,23.515938,123.0,385,-15581387,0.7922481733333333,18.132998684833918,17.900118102247056,3.1993234366596086,97,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Rock of Ages
5.9,70000000,32287044,14.244518,125.0,241,-37712956,0.4612434857142857,18.064005814299346,17.290176624146017,2.724219963016811,877,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Hart's War
6.1,66000000,57777106,29.501489,116.0,695,-8222894,0.875410696969697,18.005165315142214,17.87210318252075,3.4177755020938556,394,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Killer Elite
3.4,0,0,9.306253,98.0,106,0,0.0,0.0,0.0,2.332750798411236,753,7.5,7.5,7.5200000000000005,2002.0,8.0,2000.0,1,1,1,0,2,1,Rollerball
4.3,70000000,19924033,8.37378,91.0,97,-50075967,0.2846290428571428,18.064005814299346,16.807437299658496,2.2379164300550642,287,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,0,3,3,1,Ballistic: Ecks vs. Sever
5.5,70000000,19870567,10.930537,97.0,179,-50129433,0.2838652428571429,18.064005814299346,16.804750199927184,2.4791012476701337,294,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Hard Rain
5.9,75000000,13596911,10.54544,95.0,228,-61403089,0.1812921466666666,18.132998684833918,16.425353266100995,2.4462905538169073,131,7.5,7.5,7.5200000000000005,2001.0,7.0,2000.0,1,1,1,3,2,1,Osmosis Jones
5.9,70000000,18662027,6.682006,88.0,43,-51337973,0.2666003857142857,18.064005814299346,16.742001429150072,2.0388807109700107,384,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Legends of Oz: Dorothy's Return
5.1,70000000,17752940,46.832372,133.0,826,-52247060,0.2536134285714285,18.064005814299346,16.69206175030145,3.8677026487686317,165,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Blackhat
5.7,70000000,57958696,24.664776,107.0,439,-12041304,0.8279813714285714,18.064005814299346,17.87524119414266,3.2451194681347086,437,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Sky Captain and the World of Tomorrow
4.6,70000000,38629478,13.483387,114.0,180,-31370522,0.5518496857142857,18.064005814299346,17.469526247624255,2.6730022684449417,250,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Basic Instinct 2
6.7,50000000,122915111,44.478043,115.0,1659,72915111,2.45830222,17.72753358339242,18.627004528734613,3.817229638053268,361,7.5,7.5,7.5200000000000005,2013.0,9.0,2010.0,1,0,1,3,3,1,Escape Plan
4.4,70000000,61279452,25.020428,99.0,533,-8720548,0.8754207428571429,18.064005814299346,17.93095515711656,3.2588819218345506,658,7.5,7.5,7.5200000000000005,2014.0,10.0,2010.0,1,0,1,3,3,1,The Legend of Hercules
5.9,68000000,193000000,22.392544,124.0,437,125000000,2.838235294117647,18.035018277846262,19.078200752050506,3.1524173391109094,391,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,The Sum of All Fears
5.8,68000000,698491347,107.069763,124.0,2301,630491347,10.271931573529413,18.035018277846262,20.364433350041985,4.682776972289629,484,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,The Twilight Saga: Eclipse
6.7,68000000,71069884,22.572323,124.0,423,3069884,1.0451453529411765,18.035018277846262,18.079174246678793,3.160073269579902,123,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,The Score
7.1,69000000,543513985,113.858273,95.0,6478,474513985,7.877014275362319,18.049617077054286,20.113565997405118,4.7436989596274834,230,7.1,7.1,7.1,2010.0,8.0,2010.0,1,1,1,3,2,1,Despicable Me
5.4,60000000,35431113,10.004564,103.0,222,-24568887,0.59051855,17.909855136853043,17.38310091862791,2.3983100958383043,133,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Money Train
6.2,68000000,217022588,68.734513,115.0,2463,149022588,3.191508647058824,18.035018277846262,19.195512002861236,4.244695360205574,150,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Ted 2
6.9,70000000,39041505,18.888806,127.0,395,-30958495,0.5577357857142857,18.064005814299346,17.48013589458481,2.9901570608980856,250,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Agora
5.7,68000000,29762011,12.948627,121.0,250,-38237989,0.4376766323529412,18.035018277846262,17.208743373170762,2.6353810804844513,353,7.5,7.5,7.5200000000000005,1999.0,6.0,1990.0,0,1,1,3,2,1,Mystery Men
5.4,36000000,83160734,27.11589,105.0,611,47160734,2.310020388888889,17.399029524198163,18.236285859298867,3.3363348969429385,406,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,2,3,1,Hall Pass
7.3,90000000,60289912,26.153669,157.0,481,-29710088,0.6698879111111111,18.31532023940565,17.91467536743917,3.3015121753711583,155,7.199999999999999,7.42,7.466666666666666,2005.0,7.0,2000.0,0,0,1,3,3,1,The Insider
6.3,80000000,52099090,28.223664,114.0,588,-27900910,0.651238625,18.197537205138154,17.7686580593545,3.374978792027488,140,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,The Finest Hours
6.5,70000000,113280098,37.507136,128.0,895,43280098,1.6182871142857145,18.064005814299346,18.54537406184998,3.65084357476778,477,7.5,7.5,7.5200000000000005,2008.0,10.0,2000.0,1,0,1,3,3,1,Body of Lies
5.5,69000000,86387857,11.023691,114.0,531,17387857,1.2519979275362318,18.049617077054286,18.27435769149127,2.4868789535176643,406,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Dinner for Schmucks
5.5,69000000,112265139,38.634767,94.0,1269,43265139,1.627031,18.049617077054286,18.536373952997053,3.679706687629226,138,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Abraham Lincoln: Vampire Hunter
6.0,66000000,212404396,25.877794,112.0,602,146404396,3.2182484242424243,18.005165315142214,19.174002548624376,3.291300443834768,115,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Entrapment
6.6,66000000,189198313,18.59991,121.0,488,123198313,2.866641106060606,18.005165315142214,19.05830630333727,2.9755249743891943,211,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,The X Files
5.0,67000000,25303038,12.282911,102.0,207,-41696962,0.3776572835820895,18.020203192280615,17.046435065061164,2.586478321834311,149,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,The Last Legion
7.9,70000000,481840909,76.041867,169.0,5048,411840909,6.8834415571428575,18.064005814299346,19.99312455529168,4.344349001360298,249,7.566666666666666,7.645454545454545,7.6,2005.0,7.0,2000.0,0,0,1,3,3,1,Saving Private Ryan
6.1,66000000,203277636,54.81489,130.0,1520,137277636,3.0799641818181818,18.005165315142214,19.13008327254813,4.022040679668373,437,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Need for Speed
6.1,70000000,374111707,31.39165,127.0,992,304111707,5.344452957142857,18.064005814299346,19.740064995273453,3.477900673534413,352,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,What Women Want
7.1,59000000,383257136,99.561972,81.0,3857,324257136,6.495883661016949,17.893048018819147,19.764216697852003,4.61077417427269,354,7.5,7.5,7.5200000000000005,2002.0,10.0,2000.0,1,0,1,3,3,1,Ice Age
5.3,68000000,75715436,26.792794,136.0,567,7715436,1.113462294117647,18.035018277846262,18.1424926209999,3.3247767784631335,413,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Dreamcatcher
6.7,65000000,275293450,36.307296,149.0,1429,210293450,4.235283846153847,17.989897843244528,19.433348181235623,3.619188910739113,392,7.5,7.5,7.5200000000000005,2012.0,9.0,2010.0,1,0,1,3,3,1,Lincoln
7.9,63000000,463517383,104.309993,136.0,8907,400517383,7.357418777777778,17.958645300228824,19.95435444819997,4.656908314922083,181,7.9,7.9,7.633333333333333,2005.0,7.0,2000.0,0,0,1,3,3,1,The Matrix
7.3,52000000,355237933,68.140214,140.0,1599,303237933,6.831498711538462,17.76675429577647,19.688298359551155,4.2361365296579105,322,7.44,7.645454545454545,7.025,2005.0,7.0,2000.0,0,0,1,3,3,1,Apollo 13
5.5,65000000,172855065,14.646884,104.0,297,107855065,2.6593086923076923,17.989897843244528,18.967964032551535,2.7502717917307344,319,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,The Santa Clause 2
7.1,61000000,441809770,48.356214,157.0,1884,380809770,7.242783114754098,17.926384438531027,19.906389965047964,3.89906367487258,175,7.5,7.5,7.5200000000000005,2005.0,7.0,2000.0,0,0,1,3,3,1,Les Misérables
